64.71,32.6,62.39,130.02
58.43,21.18,62.16,141.0
38.82,20.48,75.15,144.0
99.22,26.32,59.04,109.17
100.0,23.38,43.05,124.04
100.0,25.92,53.06,122.0
20.0,23.62,92.04,135.0
15.29,32.19,73.73,138.0
